City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
352,Pisco,-13.7,-76.2167,64.0,88,0,1.14,mist
353,Anjozorobe,-18.4,47.8667,69.8,68,75,9.22,broken clouds
354,Yining,29.0361,114.5636,64.29,92,100,1.77,overcast clouds
355,Harper,4.375,-7.7169,77.2,84,100,2.46,overcast clouds
356,Paso De Los Toros,-32.8167,-56.5167,50.0,93,6,7.2,clear sky
357,Villamontes,-21.25,-63.5,59.13,80,0,2.71,clear sky
358,Kautokeino,69.0125,23.0412,19.69,81,97,3.11,overcast clouds
359,Loandjili,-4.7561,11.8578,77.0,100,40,2.95,scattered clouds
360,Belmonte,-15.8631,-38.8828,73.4,88,20,3.44,few clouds
361,Goryachiy Klyuch,44.6308,39.13,51.01,87,75,4.47,broken clouds
362,Sesheke,-17.4759,24.2968,66.06,60,35,3.27,scattered clouds
363,Oksfjord,70.2396,22.3479,35.6,75,75,5.75,light snow
364,Vanavara,60.34,102.2797,33.3,59,100,13.0,overcast clouds
365,Kruisfontein,-34.0033,24.7314,73.29,36,100,1.59,overcast clouds
366,Ronneby,56.21,15.276,33.8,69,0,3.44,clear sky
367,Kitui,-1.367,38.0106,73.6,70,47,5.97,scattered clouds
368,La Herradura,8.8522,-79.8072,78.01,83,75,5.75,broken clouds
369,Ponta Delgada,37.7333,-25.6667,57.2,88,75,9.22,broken clouds
370,Khandyga,62.6667,135.6,33.15,97,100,6.44,light snow
371,Touros,-5.1989,-35.4608,73.4,100,20,4.61,few clouds
372,Stokmarknes,68.5646,14.9108,35.6,75,75,5.75,broken clouds
373,Carsamba,41.1989,36.7219,51.8,76,75,9.22,light rain
374,Palmer,42.1584,-72.3287,44.01,56,1,17.27,clear sky
375,Matamoros,25.5333,-103.25,72.46,25,88,5.03,overcast clouds
376,Lazaro Cardenas,17.9583,-102.2,74.71,81,92,2.95,overcast clouds
377,Tyrma,50.0833,132.1667,57.99,22,98,6.29,overcast clouds
378,Severnoye,56.3491,78.3619,55.8,42,97,16.04,overcast clouds
379,Belgrade,44.804,20.4651,48.99,76,0,9.22,clear sky
380,Taltal,-25.4,-70.4833,59.95,83,1,1.34,clear sky
381,Hobyo,5.3505,48.5268,86.14,58,91,8.88,overcast clouds
382,Chokurdakh,70.6333,147.9167,30.87,95,100,8.32,light snow
383,Penzance,50.1186,-5.5371,46.0,81,40,26.46,scattered clouds
384,Mwene-Ditu,-7.0,23.45,69.04,89,92,2.82,overcast clouds
385,Kasungu,-13.0333,33.4833,73.33,68,59,8.68,broken clouds
386,Matara,5.9485,80.5353,87.04,64,16,7.29,few clouds
387,Bengkulu,-3.8004,102.2655,83.55,77,80,7.7,broken clouds
388,Bonavista,48.6499,-53.1147,42.01,75,31,3.44,scattered clouds
389,Tamworth,52.634,-1.6959,39.99,85,36,1.01,scattered clouds
390,Ayan,56.45,138.1667,31.71,86,81,4.21,broken clouds
391,Northam,51.0333,-4.2167,41.0,83,6,5.01,clear sky
392,Aykhal,66.0,111.5,14.36,89,100,27.34,light snow
393,Carnarvon,-24.8667,113.6333,86.0,42,5,9.22,clear sky
394,Damaturu,11.747,11.9608,88.88,37,100,7.14,overcast clouds
395,Rafaela,-31.2503,-61.4867,53.01,57,0,0.94,clear sky
396,Avila,40.5833,-5.0,48.2,93,20,4.61,few clouds
397,Albuquerque,35.0845,-106.6511,63.0,14,93,1.52,overcast clouds
398,Ayagoz,47.9714,80.4392,58.57,19,18,3.49,few clouds
399,Upington,-28.4478,21.2561,64.4,34,0,9.22,clear sky
400,Theunissen,-28.411,26.7011,64.18,19,89,5.88,overcast clouds
401,Lompoc,34.6391,-120.4579,51.8,87,100,4.27,overcast clouds
402,Cairns,-16.9167,145.7667,73.99,94,90,14.97,light rain
403,Gawler,-34.6,138.7333,69.01,49,0,7.0,clear sky
404,Porto Belo,-27.1578,-48.5531,72.0,67,51,4.99,broken clouds
405,Yantai,37.5333,121.4,56.46,65,100,10.25,moderate rain
406,Beira,-19.8436,34.8389,78.8,83,40,4.5,scattered clouds
407,Yenagoa,4.9247,6.2642,81.73,79,96,3.91,overcast clouds
408,Komsomolskiy,40.4272,71.7189,77.0,25,0,6.91,clear sky
409,Moroto,2.5345,34.6666,69.87,73,100,4.32,light rain
410,Bandarbeyla,9.4942,50.8122,85.5,60,47,6.85,scattered clouds
411,Ekibastuz,51.6667,75.3667,65.01,37,100,20.2,overcast clouds
412,Jiaocheng,24.6774,116.1389,75.78,71,100,1.57,overcast clouds
413,Ranong,9.9658,98.6348,86.0,74,75,9.22,broken clouds
414,Barcelos,41.5388,-8.6151,55.4,94,20,2.93,few clouds
415,Lieksa,63.3167,30.0167,35.35,87,100,9.8,overcast clouds
416,Ercis,39.0287,43.3586,62.6,39,75,16.11,light rain
417,Dabat,12.9842,37.765,59.56,62,100,3.33,light rain
418,Mundo Nuevo,18.7,-95.5,76.78,92,8,3.24,clear sky
419,Warwick,41.7001,-71.4162,48.2,61,1,11.5,clear sky
420,Tadine,-21.55,167.8833,73.96,73,12,12.82,few clouds
421,Los Llanos De Aridane,28.6585,-17.9182,66.2,68,75,1.14,broken clouds
422,Mount Isa,-20.7333,139.5,89.6,29,90,10.36,overcast clouds
423,Beloha,-25.1667,45.05,85.77,43,0,5.91,clear sky
424,Pangai,-19.8,-174.35,80.6,78,40,6.91,scattered clouds
425,Oxapampa,-10.5775,-75.4017,58.39,97,74,2.21,broken clouds
426,Palu,-0.8917,119.8707,86.43,71,95,3.78,overcast clouds
427,Bombay,19.0144,72.8479,89.6,70,40,12.66,haze
428,Alugan,12.2188,125.4808,81.64,66,11,11.1,few clouds
429,Kamaishi,39.2667,141.8833,51.8,40,75,10.36,broken clouds
430,Benjamin Constant,-4.3831,-70.0311,73.4,100,0,1.07,clear sky
431,Bathsheba,13.2167,-59.5167,77.0,65,20,14.97,few clouds
432,Kihei,20.785,-156.4656,73.4,78,20,19.57,few clouds
433,Sandpoint,48.2766,-116.5533,39.0,93,90,1.9,overcast clouds
434,Pasan,22.85,82.2,101.35,6,100,11.05,overcast clouds
435,Amazar,53.858,120.875,52.21,55,100,5.37,overcast clouds
436,Beyneu,45.3167,55.2,84.43,13,14,21.05,few clouds
437,Riyadh,24.6877,46.7219,91.4,11,20,9.22,few clouds
438,Sisimiut,66.9395,-53.6735,39.92,70,100,8.37,overcast clouds
439,Monster,52.0258,4.175,44.01,81,1,3.44,clear sky
440,Logan Lake,50.4998,-120.8025,44.6,42,20,9.22,few clouds
441,Taoudenni,22.6783,-3.9836,83.23,17,7,9.98,clear sky
442,Narsaq,60.9167,-46.05,48.2,37,75,35.68,light rain
443,Yushala,57.0761,64.2601,50.0,43,40,15.66,scattered clouds
444,Iwamizawa,43.2003,141.7597,46.99,53,75,17.27,broken clouds
445,Ascension,30.2169,-90.9001,59.0,94,1,3.76,clear sky
446,Kudahuvadhoo,2.6708,72.8944,83.3,69,66,4.03,broken clouds
447,Tigil,57.8,158.6667,31.39,87,100,4.36,overcast clouds
448,Alcudia,39.8532,3.1214,60.01,87,16,3.0,few clouds
449,Goias,-15.5807,-49.6362,65.86,78,100,1.28,overcast clouds
450,Luderitz,-26.6481,15.1594,64.6,77,100,1.21,overcast clouds
451,Chumphon,10.3333,98.8333,89.01,74,75,9.22,broken clouds
452,Zhezkazgan,47.8043,67.7144,65.52,34,100,7.74,overcast clouds
453,Badiraguato,25.3667,-107.5167,61.0,83,100,2.46,overcast clouds
454,Marsaxlokk,35.8419,14.5431,60.8,82,0,11.5,clear sky
455,Tanout,14.9709,8.8879,89.08,13,15,7.43,few clouds
456,Karaton,-6.3424,106.1045,91.4,58,20,16.11,few clouds
457,Basoko,1.2391,23.616,74.66,83,100,4.38,overcast clouds
458,Shahr-E Babak,30.1165,55.1186,74.35,23,100,5.39,overcast clouds
459,Edmond,35.6528,-97.4781,68.0,72,2,3.0,clear sky
460,Mata De Sao Joao,-12.5303,-38.2992,78.8,73,40,6.91,scattered clouds
461,Hauterive,46.0901,3.4459,53.6,62,75,3.44,broken clouds
462,Hirara,24.8,125.2833,77.0,53,20,11.5,few clouds
463,Port-Gentil,-0.7193,8.7815,80.6,94,40,6.46,scattered clouds
464,Den Helder,52.9599,4.7593,43.0,65,90,6.91,overcast clouds
465,Alvorada,-12.48,-49.1247,72.41,87,100,3.58,overcast clouds
466,Henties Bay,-22.116,14.2845,60.01,92,4,1.99,clear sky
467,Ulcinj,41.9294,19.2244,55.99,62,0,3.44,clear sky
468,Gavle,60.6745,17.1417,36.0,48,95,4.0,overcast clouds
469,Ocos,14.5094,-92.1933,64.99,90,86,3.2,overcast clouds
470,Amapa,1.0,-52.0,70.86,99,100,0.36,overcast clouds
471,Rio Grande,-32.035,-52.0986,57.99,92,87,14.0,overcast clouds
472,Lagos,6.5833,3.75,78.8,94,20,2.3,few clouds
473,Vilyuysk,63.7553,121.6247,29.73,90,100,11.61,light snow
474,Mogocha,53.7333,119.7667,50.83,55,100,7.36,overcast clouds
475,Qaqortoq,60.7167,-46.0333,48.2,37,75,35.68,light rain
476,Zyryanka,65.75,150.85,27.68,75,23,12.71,few clouds
477,Yaring,6.8662,101.3689,93.2,59,20,9.22,few clouds
478,Necochea,-38.5473,-58.7368,54.0,93,0,1.99,clear sky
479,Skelleftea,64.7507,20.9528,32.0,55,0,11.5,clear sky
480,Rodrigues Alves,-7.738,-72.6509,72.12,98,100,4.45,overcast clouds
481,Toccoa,34.5773,-83.3324,50.0,87,1,3.53,clear sky
482,Kibala,9.1104,18.3463,78.8,69,0,6.91,clear sky
483,Kualakapuas,-3.0091,114.3876,89.6,62,40,3.44,scattered clouds
484,Otjimbingwe,-22.35,16.1333,72.82,25,2,9.33,clear sky
485,Tanushimaru,33.35,130.6833,71.6,28,0,17.27,clear sky
486,Lata,40.1629,-8.3327,57.2,88,40,5.75,light rain
487,Isla Mujeres,21.2311,-86.731,80.01,83,1,6.91,clear sky
488,Vostok,46.4856,135.8833,50.02,25,20,8.41,few clouds
489,San Francisco Del Mar,16.2333,-94.65,82.92,75,100,5.73,overcast clouds
490,Mogzon,51.7435,111.9606,36.1,94,100,18.54,overcast clouds
491,Shache,38.4167,77.2406,75.65,10,0,5.21,clear sky
492,Dargaville,-35.9333,173.8833,56.41,75,97,6.53,light rain
493,Ojo Caliente,22.5708,-102.2519,61.9,49,76,3.58,broken clouds
494,Wenzhou,27.9994,120.6668,72.88,45,27,7.34,scattered clouds
495,Senekal,-28.3197,27.6208,61.74,22,67,6.35,broken clouds
496,Dromolaxia,34.8761,33.586,71.6,60,0,5.75,clear sky
497,San Ramon,37.7799,-121.978,48.0,87,20,6.91,few clouds
498,Olinda,-8.0089,-34.8553,77.0,73,40,6.91,scattered clouds
499,Bilibino,68.0546,166.4372,23.85,88,100,2.06,overcast clouds
500,Ketchikan,55.3422,-131.6461,46.81,63,0,3.58,clear sky
501,Bossangoa,6.4926,17.4552,81.48,57,32,6.76,scattered clouds
502,Krasnoarmeysk,51.0239,45.6969,51.01,36,100,5.01,overcast clouds
503,Gamba,-2.65,10.0,80.24,82,86,3.94,overcast clouds
504,Osypenko,46.9136,36.8253,48.0,100,16,5.99,few clouds
505,Benicarlo,40.4165,0.4271,50.0,91,100,1.99,light rain
506,Elbistan,38.2059,37.1983,71.02,29,1,3.4,clear sky
507,Coahuayana,18.7333,-103.6833,71.65,87,85,3.13,overcast clouds
508,Pacifica,37.6138,-122.4869,51.8,76,20,10.36,few clouds
509,Puerto Maldonado,-12.6,-69.1833,66.65,97,100,5.32,light rain
510,Robertson,36.5167,-86.8667,48.0,93,0,6.8,clear sky
511,Nautla,20.2167,-96.7833,75.65,87,73,3.22,broken clouds
512,Timra,62.487,17.3257,39.99,48,0,18.41,clear sky
513,Mittagong,-34.45,150.45,70.0,49,0,3.18,clear sky
514,Birao,10.2849,22.7882,85.93,45,76,4.05,broken clouds
515,Mechetinskaya,46.7713,40.456,44.01,94,100,13.18,overcast clouds
516,Rio Gallegos,-51.6226,-69.2181,50.0,57,40,11.5,scattered clouds
517,Sinnamary,5.3833,-52.95,76.73,90,100,8.84,light rain
518,Fallon,39.4735,-118.7774,44.6,57,1,17.27,clear sky
519,Norman Wells,65.282,-126.8329,24.8,54,75,5.75,broken clouds
520,Alexandria,31.2156,29.9553,66.2,63,40,16.11,scattered clouds
521,Jiazi,22.8779,116.067,75.47,65,100,19.44,light rain
522,Jos,9.9167,8.9,62.6,88,0,9.22,clear sky
523,Byron Bay,-28.65,153.6167,71.6,64,40,8.05,scattered clouds
524,Kiunga,-6.1219,141.2906,87.51,62,58,4.27,broken clouds
525,Utete,-7.986,38.758,79.99,83,99,2.57,overcast clouds
526,Nhulunbuy,-12.2333,136.7667,78.8,89,40,6.91,moderate rain
527,Turbat,26.0023,63.044,94.66,23,97,2.82,overcast clouds
528,Christchurch,-43.5333,172.6333,57.99,44,95,9.22,overcast clouds
529,Muros,42.7762,-9.0603,52.0,95,72,1.99,broken clouds
530,Umm Lajj,25.0213,37.2685,87.26,40,0,10.07,clear sky
531,Novo Aripuana,-5.1206,-60.3797,72.81,98,82,2.17,broken clouds
532,Verkhnyaya Inta,65.9811,60.3094,45.05,68,100,16.35,overcast clouds
533,Marzuq,14.4,46.4667,83.23,35,12,0.92,few clouds
534,Eureka,40.8021,-124.1637,48.0,93,13,5.68,few clouds
535,Kashmor,28.4333,69.5833,106.88,7,0,6.51,clear sky
536,Dauriya,49.9333,116.8667,59.52,11,75,32.23,broken clouds
537,Ishigaki,24.3448,124.1572,77.0,57,20,11.5,few clouds
538,Gazli,40.1333,63.45,84.99,10,0,20.49,clear sky
539,Westport,41.1415,-73.3579,51.8,50,1,8.05,clear sky
540,Klyuchi,52.2667,79.1667,62.91,33,100,12.15,overcast clouds
541,Artyom,40.4723,50.333,64.4,55,0,13.8,clear sky
542,Qasigiannguit,68.8193,-51.1922,48.2,43,75,18.41,broken clouds
543,Ajdabiya,30.7554,20.2263,64.9,62,0,5.91,clear sky
544,Neiafu,-18.65,-173.9833,78.8,78,40,9.24,scattered clouds
545,Alekseyevsk,57.8406,108.3492,41.22,70,100,7.58,overcast clouds
546,Carutapera,-1.195,-46.02,75.16,91,76,4.52,broken clouds
547,Oudtshoorn,-33.5907,22.2014,57.2,94,0,3.44,clear sky
548,Saravan,39.7196,45.6483,69.8,49,75,4.61,broken clouds
549,Petropavlovsk-Kamchatskiy,53.0452,158.6483,37.4,100,90,6.71,light rain
550,Roald,62.5833,6.1333,39.2,70,0,11.5,clear sky
551,Mariental,-24.6333,17.9667,71.42,25,48,14.65,scattered clouds
552,Lumberton,34.6182,-79.0086,55.4,67,1,5.75,clear sky
553,Chowchilla,37.123,-120.2602,55.4,82,90,3.44,overcast clouds
554,Plastun,44.7561,136.2939,52.56,36,9,6.8,clear sky
555,Rawson,-43.3002,-65.1023,57.36,58,85,13.0,overcast clouds
556,Krasnovishersk,60.4078,57.082,38.77,83,100,8.97,overcast clouds
557,Kahului,20.8947,-156.47,73.4,78,20,19.57,few clouds
558,Bingol,38.8847,40.4939,69.8,52,75,3.44,broken clouds
559,Onega,63.9061,38.1404,35.58,93,100,11.21,overcast clouds
560,Taclobo,12.3074,122.586,82.42,68,17,4.45,few clouds
561,Mahajanga,-15.7167,46.3167,87.8,55,20,8.05,few clouds
562,Saint-Augustin,51.226,-58.6502,33.91,85,100,5.12,overcast clouds
563,Teruel,40.6667,-0.6667,51.8,100,0,3.44,clear sky
564,Kohima,25.6667,94.1167,88.2,14,11,9.31,few clouds
565,Izumo,35.3667,132.7667,60.8,36,0,14.97,clear sky
566,Toora-Khem,52.4675,96.11,42.78,41,100,10.0,overcast clouds
567,Malanje,-9.5402,16.341,69.15,79,9,3.18,clear sky
568,Tamandare,-8.7597,-35.1047,77.47,79,49,4.7,scattered clouds
569,Grand Forks,47.9417,-97.4337,35.6,100,90,6.91,overcast clouds
570,Rozzano,45.3819,9.1606,59.0,55,75,8.05,light rain
571,Palmerston,-12.486,130.9833,91.99,43,20,10.36,few clouds
572,Tignere,7.3667,12.65,76.12,57,79,2.64,broken clouds
573,Arlit,18.7369,7.3853,94.39,9,38,10.78,scattered clouds
574,Bourges,47.25,2.4167,52.0,53,0,13.8,clear sky
575,Kikwit,-5.041,18.8162,75.99,83,94,2.53,overcast clouds
576,Yerbogachen,61.2767,108.0108,27.07,59,100,14.9,overcast clouds
577,Mana,5.6592,-53.7767,75.88,92,99,6.49,overcast clouds
578,Luanda,-8.8368,13.2343,80.6,89,40,3.44,scattered clouds
579,Veinticinco De Mayo,-35.4323,-60.1727,54.0,65,100,1.99,overcast clouds
580,Valdivia,-39.8142,-73.2459,46.4,100,75,1.32,broken clouds
581,Iraucuba,-3.7461,-39.7833,69.12,96,10,3.22,clear sky
582,Misratah,32.3754,15.0925,64.45,70,97,15.59,overcast clouds
583,Udayagiri,20.1333,84.3833,101.46,12,78,2.1,broken clouds
584,Buckingham,51.9997,-0.9878,39.99,71,12,1.99,few clouds
585,Presidencia Roque Saenz Pena,-26.7852,-60.4388,55.0,89,0,4.41,clear sky
586,Florence,43.7667,11.25,57.0,66,40,2.3,light rain
587,Carnduff,49.1667,-101.8009,33.01,90,100,8.99,overcast clouds
588,Arman,59.7,150.1667,26.35,62,4,3.76,clear sky
589,Havoysund,70.9963,24.6622,32.0,93,75,9.22,light snow
590,Guerrero Negro,27.9769,-114.0611,57.97,83,100,9.75,overcast clouds
591,Leua,48.2156,18.6071,46.0,47,100,3.22,overcast clouds
592,Chifeng,42.2683,118.9636,66.74,36,100,13.27,overcast clouds
593,Dhanaula,30.2833,75.5833,101.12,8,0,7.96,clear sky
594,Lardos,36.0942,28.0157,64.0,82,20,20.71,few clouds
595,Jieshi,22.8134,115.8257,74.57,68,100,21.54,light rain
596,Lloydminster,53.2835,-110.0016,32.0,43,20,6.91,few clouds
597,Nara,34.6851,135.8049,66.99,19,0,12.66,clear sky
598,Cruzilia,-21.8386,-44.8083,55.11,79,44,1.43,scattered clouds
599,Chihuahua,28.5,-106.0,66.33,14,100,10.6,overcast clouds
600,Cabedelo,-6.9811,-34.8339,73.4,100,0,4.61,clear sky
601,Sibenik,43.7272,15.9058,59.0,62,0,4.61,clear sky
602,Luganville,-15.5333,167.1667,79.95,84,95,9.62,overcast clouds
603,Mindelo,16.8901,-24.9804,69.8,73,40,11.5,scattered clouds
604,Oyama,36.3,139.8,66.99,19,20,10.36,few clouds
605,Sunrise Manor,36.2111,-115.0731,68.0,24,100,13.8,overcast clouds
606,Padang,-0.9492,100.3543,86.0,70,40,4.61,scattered clouds
607,Deniliquin,-35.5333,144.9667,66.99,48,0,1.01,clear sky
608,Minudasht,37.2289,55.3747,68.0,64,40,4.97,scattered clouds
609,Turayf,31.6725,38.6637,84.2,20,0,11.5,clear sky
610,Derzhavinsk,51.1,66.3167,51.69,73,100,5.73,overcast clouds
611,Vila Velha,-20.3297,-40.2925,75.2,83,0,8.05,clear sky
612,Altay,47.8667,88.1167,46.69,23,24,4.79,few clouds
613,Tarifa,36.0139,-5.607,60.8,88,75,4.61,light rain
614,Yangambi,0.8102,24.4336,73.96,86,100,3.47,overcast clouds
615,Kutum,14.2,24.6667,83.48,9,84,16.84,broken clouds
616,Solikamsk,59.6196,56.7729,37.92,86,100,12.17,overcast clouds
617,Naze,28.3667,129.4833,73.4,68,75,16.11,broken clouds
618,Sorata,-15.7667,-68.6333,41.2,86,62,0.76,broken clouds
619,Tazovskiy,67.4667,78.7,28.72,90,100,15.9,overcast clouds
620,San Pedro,14.35,121.0167,86.0,66,75,9.22,broken clouds
621,Camacha,33.0833,-16.3333,62.6,77,40,16.11,scattered clouds
622,Nemuro,43.3236,145.575,42.8,22,20,10.36,few clouds
623,Big Spring,32.2504,-101.4787,75.99,35,1,20.71,clear sky
624,Lahaina,20.8783,-156.6825,73.4,78,20,19.57,few clouds
625,Orsha,54.5153,30.4053,33.8,80,75,8.95,broken clouds
626,Lakes Entrance,-37.8811,147.981,63.0,67,1,3.0,clear sky
627,El Tarra,8.5756,-73.0949,74.8,97,90,0.51,overcast clouds
628,Pembroke,45.8168,-77.1162,32.0,47,90,10.36,overcast clouds
629,Milton,34.1322,-84.3007,51.01,94,0,5.08,clear sky
630,Auki,-8.7676,160.7034,80.91,82,50,4.45,light rain
631,Marsa Matruh,31.3525,27.2453,64.4,68,20,16.11,few clouds
632,Miraflores,19.2167,-98.8083,66.2,55,75,5.75,broken clouds
633,Manoel Urbano,-8.8389,-69.2597,71.49,99,100,1.63,overcast clouds
634,Pallasovka,50.05,46.8833,51.67,39,100,7.56,overcast clouds
635,Nanchang,28.6833,115.8833,67.15,81,100,2.86,overcast clouds
636,Anchorage,61.2181,-149.9003,46.0,49,1,1.95,clear sky
637,Jiwani,25.05,61.7417,84.88,60,58,6.46,broken clouds
638,Vilhena,-12.7406,-60.1458,66.43,98,100,4.23,overcast clouds
639,Nedjo,9.5046,35.5019,61.81,85,100,0.83,light rain
640,Awjilah,29.1081,21.2869,66.15,50,0,6.31,clear sky
641,Ontario,34.0633,-117.6509,57.2,67,90,13.8,overcast clouds
642,Qui Nhon,13.7667,109.2333,85.3,73,25,13.78,scattered clouds
643,Aguadilla,18.4275,-67.1541,73.0,90,2,1.01,clear sky
644,Aguimes,27.9054,-15.4461,64.0,72,40,4.61,scattered clouds
645,Rapid Valley,44.0625,-103.1463,48.99,66,40,4.61,scattered clouds
646,Stretford,53.45,-2.3167,45.0,93,13,2.3,few clouds
647,Tongren,27.7172,109.1853,65.1,80,100,3.85,overcast clouds
648,Zhicheng,30.2956,111.5047,64.99,71,100,3.18,overcast clouds
649,Otavi,-19.65,17.3333,70.25,25,0,6.58,clear sky
650,Houma,29.5958,-90.7195,59.0,94,1,0.92,clear sky
651,Stillwater,36.1156,-97.0584,69.8,60,1,20.71,clear sky
652,Nipawin,53.3668,-104.0009,32.0,64,20,8.05,few clouds
653,Santa Maria,-29.6842,-53.8069,53.44,76,70,2.93,broken clouds
654,Vasterhaninge,59.1167,18.1,37.0,1,100,16.64,overcast clouds
655,Koscian,52.0883,16.6487,37.99,65,0,4.61,clear sky
656,Aizkraukle,56.6048,25.2553,34.0,97,98,1.99,overcast clouds
657,Hurghada,27.2574,33.8129,80.6,28,0,17.27,clear sky
658,Bezhanitsy,56.9767,29.8907,37.33,73,100,9.6,overcast clouds
659,Leningradskiy,69.3833,178.4167,25.57,92,67,1.14,broken clouds
660,Mushie,-3.0167,16.9,76.78,85,100,3.04,overcast clouds
661,Mandan,46.8267,-100.8896,37.4,100,90,11.5,mist
662,Shingu,33.7333,135.9833,64.4,42,0,18.41,clear sky
663,Halifax,44.6453,-63.5724,48.0,100,100,17.27,overcast clouds
664,Dwarka,22.2394,68.9678,88.43,49,0,9.19,clear sky
665,Aktau,43.65,51.2,60.8,55,0,8.95,clear sky
666,Micheweni,-4.9667,39.8333,82.22,76,76,11.86,broken clouds
667,Cordele,31.9635,-83.7824,59.0,87,1,6.2,clear sky
668,Manaus,-3.1019,-60.025,78.8,89,0,4.61,moderate rain
669,Pamplona,42.8169,-1.6432,55.99,58,75,3.44,broken clouds
670,Moranbah,-22.0016,148.0466,79.63,34,36,12.97,scattered clouds
671,Manitouwadge,49.1215,-85.8403,24.8,86,100,1.14,overcast clouds
672,Cosamaloapan,18.3667,-95.8,74.35,94,9,3.49,clear sky
673,Varhaug,58.6147,5.6457,39.0,75,100,6.33,overcast clouds
674,North Bend,43.4065,-124.2243,46.4,93,90,5.75,overcast clouds
675,Acapulco,16.8634,-99.8901,79.39,71,100,4.45,overcast clouds
676,Hami,42.8,93.45,57.34,8,0,5.23,clear sky
677,Sao Joaquim,-28.2939,-49.9317,45.25,98,19,2.17,few clouds
678,Mayya,61.7333,130.2811,44.6,57,0,2.24,clear sky
679,Avera,33.194,-82.5271,55.4,76,1,6.4,clear sky
680,Yakhroma,56.3,37.4833,41.0,60,0,17.9,clear sky
681,Toba,34.4833,136.85,64.0,47,0,8.01,clear sky
682,Beberibe,-4.1797,-38.1306,77.0,94,0,5.75,light rain
683,Bairiki,1.3292,172.9752,82.4,78,20,5.75,light rain
684,Marathon,44.9,-89.7668,39.2,60,90,14.97,overcast clouds
685,Mokhsogollokh,61.4681,128.9203,38.75,88,100,6.02,overcast clouds
686,Katobu,-4.9408,122.5276,85.12,64,90,0.25,overcast clouds
687,Kenai,60.5544,-151.2583,46.4,53,1,1.97,clear sky
688,Bac Lieu,9.285,105.7244,89.98,59,19,13.04,few clouds
689,Nanzhang,31.7765,111.8386,64.72,71,79,2.06,broken clouds
690,Zhangjiakou,40.81,114.8794,72.16,17,99,17.13,overcast clouds
691,Alta Floresta,-9.8756,-56.0861,69.67,98,98,3.36,overcast clouds
692,Inuvik,68.3499,-133.7218,12.2,79,44,10.36,scattered clouds
693,Lusaka,-15.4067,28.2871,62.6,77,0,3.44,clear sky
694,Camopi,3.1655,-52.3158,72.07,99,100,1.45,moderate rain
695,Nurobod,40.9056,69.8023,77.0,36,0,6.91,clear sky
696,Ola,59.5833,151.2833,27.16,63,29,5.01,scattered clouds
697,Mangit,40.5971,70.9607,78.8,19,0,4.61,clear sky
698,Adelaide,-34.9333,138.6,70.0,59,20,12.66,few clouds
699,Evensk,61.95,159.2333,24.08,87,100,5.68,overcast clouds
700,Chepareria,1.3077,35.2039,68.4,73,100,3.62,light rain
701,Paita,-5.0892,-81.1144,69.4,79,100,12.01,overcast clouds
702,Tolaga Bay,-38.3667,178.3,55.87,67,56,2.51,broken clouds
703,Shenjiamen,29.9576,122.298,63.34,77,18,9.31,few clouds
704,Coxim,-18.5067,-54.76,68.0,97,100,0.92,overcast clouds
705,Caluquembe,-13.7833,14.6833,65.16,55,76,3.62,broken clouds
706,Podgornoye,51.735,39.1496,44.6,53,0,2.24,clear sky
707,Galesong,-5.3166,119.3661,91.4,62,20,10.36,few clouds
