City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,Urumqi,43.801,87.6005,53.6,16,0,6.71,CN,2021-04-26 04:46:07
1,Atuona,-9.8,-139.0333,79.95,76,77,19.13,PF,2021-04-26 04:46:00
2,Vaini,-21.2,-175.2,82.4,89,75,4.61,TO,2021-04-26 04:46:08
3,Champerico,14.3,-91.9167,66.99,95,90,3.89,GT,2021-04-26 04:46:08
4,Avarua,-21.2078,-159.775,78.8,78,20,5.75,CK,2021-04-26 04:46:01
5,Bluff,-46.6,168.3333,48.0,65,81,15.99,NZ,2021-04-26 04:45:49
6,Las Cruces,32.3123,-106.7783,70.0,8,1,8.05,US,2021-04-26 04:46:09
7,Yenagoa,4.9247,6.2642,78.15,88,97,3.24,NG,2021-04-26 04:46:09
8,Chokurdakh,70.6333,147.9167,30.92,98,100,10.0,RU,2021-04-26 04:46:10
9,Castro,-24.7911,-50.0119,55.62,96,81,2.3,BR,2021-04-26 04:45:55
10,Port Elizabeth,-33.918,25.5701,59.0,88,0,2.3,ZA,2021-04-26 04:46:10
11,New Norfolk,-42.7826,147.0587,63.0,74,100,5.99,AU,2021-04-26 04:46:11
12,Ushuaia,-54.8,-68.3,46.4,81,90,3.44,AR,2021-04-26 04:46:03
13,Cape Town,-33.9258,18.4232,62.01,88,20,6.91,ZA,2021-04-26 04:43:04
14,Kavieng,-2.5744,150.7967,84.13,67,92,4.32,PG,2021-04-26 04:46:12
15,Cap Malheureux,-19.9842,57.6142,78.01,83,100,8.99,MU,2021-04-26 04:46:12
16,Baiyin,36.5583,104.2081,46.4,27,11,8.95,CN,2021-04-26 04:46:12
17,Maamba,-17.3667,27.15,65.68,78,79,1.61,ZM,2021-04-26 04:46:13
18,Punta Arenas,-53.15,-70.9167,44.6,93,90,5.75,CL,2021-04-26 04:41:40
19,Coihaique,-45.5752,-72.0662,45.21,96,78,5.5,CL,2021-04-26 04:46:14
20,Kapaa,22.0752,-159.319,75.2,73,40,13.8,US,2021-04-26 04:45:59
21,Nhulunbuy,-12.2333,136.7667,82.4,83,40,5.75,AU,2021-04-26 04:46:14
22,Longyearbyen,78.2186,15.6401,15.8,67,20,4.61,SJ,2021-04-26 04:46:03
23,Jinchang,38.4953,102.1739,49.19,20,97,3.94,CN,2021-04-26 04:46:15
24,Rikitea,-23.1203,-134.9692,77.81,75,33,5.19,PF,2021-04-26 04:46:15
25,Huntsville,34.7304,-86.5861,53.01,87,1,3.69,US,2021-04-26 04:41:41
26,Tiksi,71.6872,128.8694,25.95,94,100,14.81,RU,2021-04-26 04:46:16
27,Santa Isabel Do Rio Negro,-0.4139,-65.0192,73.85,98,93,2.57,BR,2021-04-26 04:46:16
28,Mataura,-46.1927,168.8643,48.0,65,96,15.99,NZ,2021-04-26 04:46:16
29,Khatanga,71.9667,102.5,17.24,84,99,17.25,RU,2021-04-26 04:41:03
30,Cartagena,10.3997,-75.5144,80.6,83,75,10.36,CO,2021-04-26 04:46:17
31,Hinatuan,8.3722,126.3342,83.01,77,99,6.15,PH,2021-04-26 04:46:17
32,Atar,20.5169,-13.0499,74.17,23,0,7.99,MR,2021-04-26 04:46:18
33,Belovo,54.4165,86.2976,48.58,49,100,6.64,RU,2021-04-26 04:46:18
34,Port Alfred,-33.5906,26.891,71.47,43,95,6.76,ZA,2021-04-26 04:46:18
35,Smirnykh,49.75,142.8333,40.15,36,100,8.57,RU,2021-04-26 04:46:19
36,Yoichi,43.2039,140.7703,46.0,56,40,18.41,JP,2021-04-26 04:46:19
37,Arraial Do Cabo,-22.9661,-42.0278,73.76,88,50,8.19,BR,2021-04-26 04:46:20
38,Provideniya,64.3833,-173.3,33.8,75,0,4.47,RU,2021-04-26 04:45:57
39,Albany,42.6001,-73.9662,43.0,53,63,4.0,US,2021-04-26 04:41:42
40,Tuktoyaktuk,69.4541,-133.0374,14.0,79,90,8.05,CA,2021-04-26 04:46:20
41,Uspenka,48.3903,39.1619,49.39,51,100,5.97,UA,2021-04-26 04:46:21
42,Ostrovnoy,68.0531,39.5131,31.39,91,100,23.76,RU,2021-04-26 04:46:21
43,Gat,31.61,34.7642,66.99,100,30,1.01,IL,2021-04-26 04:42:00
44,Saint-Philippe,-21.3585,55.7679,78.8,65,0,11.5,RE,2021-04-26 04:46:22
45,Hilo,19.7297,-155.09,73.4,83,90,6.91,US,2021-04-26 04:46:22
46,Grindavik,63.8424,-22.4338,37.4,93,0,12.66,IS,2021-04-26 04:46:22
47,Bandarbeyla,9.4942,50.8122,83.46,65,78,5.41,SO,2021-04-26 04:46:23
48,East London,-33.0153,27.9116,66.2,52,0,5.75,ZA,2021-04-26 04:42:54
49,Bredasdorp,-34.5322,20.0403,51.8,93,79,2.3,ZA,2021-04-26 04:45:59
50,Tongren,27.7172,109.1853,65.3,79,97,2.08,CN,2021-04-26 04:46:24
51,Buritis,-15.6178,-46.4233,76.8,56,88,0.85,BR,2021-04-26 04:46:24
52,Victoria,22.2855,114.1577,75.0,78,100,5.99,HK,2021-04-26 04:45:13
53,Ribeira Grande,38.5167,-28.7,59.0,72,20,4.61,PT,2021-04-26 04:46:24
54,Hermanus,-34.4187,19.2345,60.01,91,1,1.99,ZA,2021-04-26 04:45:49
55,Torbay,47.6666,-52.7314,39.99,70,1,6.91,CA,2021-04-26 04:46:25
56,Komsomolskiy,40.4272,71.7189,73.4,27,3,4.61,UZ,2021-04-26 04:46:26
57,Ampanihy,-24.7,44.75,76.87,57,0,8.77,MG,2021-04-26 04:46:26
58,Keningau,5.3378,116.1602,89.6,74,20,9.22,MY,2021-04-26 04:46:26
59,Toora-Khem,52.4675,96.11,40.5,47,98,8.79,RU,2021-04-26 04:46:27
60,Butaritari,3.0707,172.7902,82.81,74,16,12.86,KI,2021-04-26 04:46:27
61,Saint George,37.1041,-113.5841,70.0,14,1,4.47,US,2021-04-26 04:43:53
62,Constitucion,-35.3333,-72.4167,56.14,76,0,8.61,CL,2021-04-26 04:46:28
63,Sitka,57.0531,-135.33,55.4,50,1,3.44,US,2021-04-26 04:46:28
64,Bethel,41.3712,-73.414,53.6,50,40,5.75,US,2021-04-26 04:46:28
65,Iqaluit,63.7506,-68.5145,32.0,93,90,3.44,CA,2021-04-26 04:46:29
66,Labuhan,-6.8844,112.2051,87.3,60,2,10.42,ID,2021-04-26 04:46:29
67,Zhenlai,45.8495,123.2973,70.47,11,100,20.85,CN,2021-04-26 04:46:30
68,Kahului,20.8947,-156.47,73.4,83,40,18.41,US,2021-04-26 04:46:30
69,Laguna,38.421,-121.4238,53.6,54,1,10.36,US,2021-04-26 04:46:30
70,San Patricio,28.017,-97.5169,73.4,88,75,10.36,US,2021-04-26 04:46:31
71,Serebryansk,49.6925,83.2892,57.2,21,20,8.95,KZ,2021-04-26 04:46:31
72,Quatre Cocos,-20.2078,57.7625,78.01,88,75,14.97,MU,2021-04-26 04:46:32
73,Lata,40.1629,-8.3327,57.2,88,40,5.75,PT,2021-04-26 04:46:32
74,Dikson,73.5069,80.5464,20.16,93,100,21.94,RU,2021-04-26 04:46:32
75,Amga,60.8953,131.9608,36.1,99,100,6.62,RU,2021-04-26 04:46:33
76,Marquette,46.5333,-87.6335,30.99,74,99,4.54,US,2021-04-26 04:46:34
77,Kieta,-6.2167,155.6333,85.15,68,26,6.29,PG,2021-04-26 04:46:34
78,Salalah,17.0151,54.0924,84.2,70,40,2.3,OM,2021-04-26 04:43:51
79,Norman Wells,65.282,-126.8329,28.4,46,40,6.91,CA,2021-04-26 04:46:34
80,North Shore,-36.8,174.75,64.0,70,50,5.99,NZ,2021-04-26 04:46:35
81,Busselton,-33.65,115.3333,79.0,46,99,3.0,AU,2021-04-26 04:46:35
82,Tual,-5.6667,132.75,83.21,70,74,9.06,ID,2021-04-26 04:46:36
83,Talnakh,69.4865,88.3972,11.82,84,99,9.33,RU,2021-04-26 04:46:36
84,Severo-Kurilsk,50.6789,156.125,31.69,96,100,15.37,RU,2021-04-26 04:46:36
85,Warri,5.5167,5.75,78.58,88,91,3.31,NG,2021-04-26 04:46:37
86,Guerrero Negro,27.9769,-114.0611,58.75,83,100,10.33,MX,2021-04-26 04:46:37
87,Sosva,59.1766,61.8558,44.71,57,21,12.21,RU,2021-04-26 04:46:38
88,Aklavik,68.2191,-135.0107,14.0,85,100,6.91,CA,2021-04-26 04:45:50
89,Alghero,40.5589,8.3181,48.2,100,75,5.75,IT,2021-04-26 04:46:38
90,Oakley,37.9974,-121.7124,51.8,71,1,16.11,US,2021-04-26 04:45:55
91,Santiago Del Estero,-27.7951,-64.2615,59.02,68,0,5.97,AR,2021-04-26 04:46:39
92,Matamoros,25.5333,-103.25,86.0,16,75,4.56,MX,2021-04-26 04:46:39
93,Kruisfontein,-34.0033,24.7314,65.05,48,100,1.88,ZA,2021-04-26 04:46:39
94,Los Llanos De Aridane,28.6585,-17.9182,66.2,68,90,2.3,ES,2021-04-26 04:46:40
95,Hun,29.1268,15.9477,58.42,71,9,8.03,LY,2021-04-26 04:46:40
96,Moron,-34.6534,-58.6198,61.0,97,7,3.87,AR,2021-04-26 04:42:17
97,Sao Filipe,14.8961,-24.4956,71.74,71,83,9.4,CV,2021-04-26 04:46:41
98,Aqtobe,50.2797,57.2072,46.4,87,40,6.71,KZ,2021-04-26 04:46:41
99,Saint-Francois,46.4154,3.9054,53.6,47,0,10.36,FR,2021-04-26 04:46:42
100,Vao,-22.6667,167.4833,74.43,71,46,15.84,NC,2021-04-26 04:46:42
101,Upernavik,72.7868,-56.1549,27.86,71,49,3.98,GL,2021-04-26 04:46:42
102,Westport,41.1415,-73.3579,53.6,76,75,6.91,US,2021-04-26 04:46:43
103,Dakar,14.6937,-17.4441,66.2,94,75,18.41,SN,2021-04-26 04:41:47
104,Lorengau,-2.0226,147.2712,84.06,71,94,1.45,PG,2021-04-26 04:46:00
105,Hithadhoo,-0.6,73.0833,82.89,66,64,4.36,MV,2021-04-26 04:46:44
106,Qaanaaq,77.484,-69.3632,28.4,62,10,9.82,GL,2021-04-26 04:46:44
107,Krasnoselkup,65.7,82.4667,29.89,77,51,10.25,RU,2021-04-26 04:46:44
108,Yellowknife,62.456,-114.3525,6.8,78,90,12.66,CA,2021-04-26 04:45:12
109,Coolum Beach,-26.5333,153.1,75.0,71,35,1.01,AU,2021-04-26 04:46:45
110,Celestun,20.8667,-90.4,78.64,80,2,11.27,MX,2021-04-26 04:46:46
111,Georgetown,5.4112,100.3354,89.6,66,40,5.75,MY,2021-04-26 04:46:24
112,Hobart,-42.8794,147.3294,66.2,42,40,17.27,AU,2021-04-26 04:43:37
113,Caravelas,-17.7125,-39.2481,74.12,87,3,6.29,BR,2021-04-26 04:46:47
114,Sao Felix Do Xingu,-6.6447,-51.995,71.83,98,93,1.41,BR,2021-04-26 04:46:47
115,Hervey Bay,-25.2986,152.8535,77.0,55,56,5.01,AU,2021-04-26 04:46:47
116,Mecca,21.4267,39.8261,87.57,30,5,8.63,SA,2021-04-26 04:46:48
117,Chuy,-33.6971,-53.4616,59.16,77,60,8.1,UY,2021-04-26 04:46:48
118,Cayenne,4.9333,-52.3333,77.0,94,75,6.91,GF,2021-04-26 04:42:53
119,Mouila,-1.8685,11.0559,72.25,98,99,1.03,GA,2021-04-26 04:46:49
120,Tevaitoa,-16.7833,-151.5,81.41,65,5,2.26,PF,2021-04-26 04:46:49
121,Zaysan,47.4667,84.8667,50.49,28,53,5.35,KZ,2021-04-26 04:46:50
122,Carnarvon,-24.8667,113.6333,93.2,18,0,5.75,AU,2021-04-26 04:46:50
123,Payo,-3.7508,103.6372,90.14,51,73,4.63,ID,2021-04-26 04:46:50
124,Puerto Ayora,-0.7393,-90.3518,74.43,88,4,6.73,EC,2021-04-26 04:46:51
125,Walvis Bay,-22.9575,14.5053,60.01,100,16,6.91,NA,2021-04-26 04:46:51
126,Bathsheba,13.2167,-59.5167,78.8,61,40,14.97,BB,2021-04-26 04:46:51
127,Opuwo,-18.0607,13.84,61.72,59,0,4.85,NA,2021-04-26 04:46:52
128,Mar Del Plata,-38.0023,-57.5575,60.01,88,75,3.44,AR,2021-04-26 04:46:52
129,Fukue,32.6881,128.8419,66.2,37,0,16.11,JP,2021-04-26 04:46:53
130,Cherskiy,68.75,161.3,22.39,75,93,6.71,RU,2021-04-26 04:46:53
131,Barranca,-10.75,-77.7667,65.19,89,33,5.77,PE,2021-04-26 04:46:53
132,Cuyo,10.8525,121.0086,82.24,75,82,11.18,PH,2021-04-26 04:46:54
133,Gwadar,25.1216,62.3254,83.75,63,92,4.25,PK,2021-04-26 04:45:26
134,Ornskoldsvik,63.2909,18.7153,32.0,59,90,9.22,SE,2021-04-26 04:46:54
135,Mwaro,-3.5,29.6667,57.51,94,100,1.81,BI,2021-04-26 04:46:55
136,Ivanava,52.1451,25.5365,33.87,64,22,5.95,BY,2021-04-26 04:46:55
137,Thompson,55.7435,-97.8558,30.2,93,90,3.44,CA,2021-04-26 04:46:55
138,Mugur-Aksy,50.35,90.5,28.15,38,12,1.19,RU,2021-04-26 04:46:56
139,Camana,-16.6228,-72.7111,67.46,85,22,7.11,PE,2021-04-26 04:46:56
140,Pierre,44.3683,-100.351,53.6,58,90,16.11,US,2021-04-26 04:46:21
141,Vila Velha,-20.3297,-40.2925,77.0,83,0,2.3,BR,2021-04-26 04:46:57
142,Souillac,-20.5167,57.5167,77.0,88,75,14.97,MU,2021-04-26 04:46:57
143,Raudeberg,61.9875,5.1352,36.0,71,8,5.14,NO,2021-04-26 04:46:58
144,General Pico,-35.6566,-63.7568,49.33,82,0,6.22,AR,2021-04-26 04:46:58
145,Pontianak,-0.0333,109.3333,89.6,66,75,4.61,ID,2021-04-26 04:46:59
146,Caldas Novas,-17.7417,-48.625,65.68,66,64,2.08,BR,2021-04-26 04:46:59
147,Ceres,37.5949,-120.9577,54.0,76,40,8.05,US,2021-04-26 04:46:59
148,Bambous Virieux,-20.3428,57.7575,78.01,88,75,14.97,MU,2021-04-26 04:45:51
149,Nebug,44.1714,39.0036,50.67,96,100,3.62,RU,2021-04-26 04:47:00
150,Dingle,10.9995,122.6711,89.42,55,67,13.09,PH,2021-04-26 04:47:00
151,Narsaq,60.9167,-46.05,50.0,32,90,29.93,GL,2021-04-26 04:47:01
152,Birao,10.2849,22.7882,75.45,67,91,2.08,CF,2021-04-26 04:47:01
153,Maputo,-25.9653,32.5892,68.0,94,20,3.44,MZ,2021-04-26 04:47:01
154,San Quintin,30.4833,-115.95,57.02,85,25,12.71,MX,2021-04-26 04:45:58
155,Sarangani,5.4033,125.4636,83.98,73,100,13.0,PH,2021-04-26 04:47:02
156,Klaksvik,62.2266,-6.589,42.8,100,100,19.57,FO,2021-04-26 04:47:03
157,Nikolskoye,59.7035,30.7861,39.0,87,90,13.42,RU,2021-04-26 04:41:13
158,Orotukan,62.2667,151.7,19.98,65,12,5.28,RU,2021-04-26 04:47:03
159,Linxia,35.6003,103.2064,47.41,43,100,2.04,CN,2021-04-26 04:47:04
160,Sehithwa,-20.4667,22.7167,59.29,33,4,4.16,BW,2021-04-26 04:47:04
161,Nanortalik,60.1432,-45.2371,35.91,98,100,5.86,GL,2021-04-26 04:47:04
162,Chimbote,-9.0853,-78.5783,65.05,90,11,7.94,PE,2021-04-26 04:44:58
163,Amahai,-3.3333,128.9167,85.17,60,8,5.82,ID,2021-04-26 04:47:05
164,Bredy,52.4153,60.3411,47.1,48,95,8.59,RU,2021-04-26 04:47:06
165,Presidencia Roque Saenz Pena,-26.7852,-60.4388,52.27,82,0,4.14,AR,2021-04-26 04:47:06
166,Dunedin,-45.8742,170.5036,45.0,88,89,21.99,NZ,2021-04-26 04:47:06
167,Mogwase,-25.185,27.2665,54.81,24,2,2.19,ZA,2021-04-26 04:47:07
168,Faanui,-16.4833,-151.75,81.48,63,14,2.64,PF,2021-04-26 04:47:07
169,Alim,9.5649,122.4876,84.56,70,78,9.08,PH,2021-04-26 04:47:08
170,Leningradskiy,69.3833,178.4167,27.95,89,79,1.48,RU,2021-04-26 04:45:56
171,Campbellsville,37.3434,-85.3419,50.0,81,1,5.12,US,2021-04-26 04:47:08
172,Palora,-1.7,-77.9333,64.33,98,99,3.4,EC,2021-04-26 04:47:09
173,Divnogorsk,55.9594,92.3619,46.4,53,40,13.42,RU,2021-04-26 04:47:09
174,Pio Ix,-6.8375,-40.5792,70.83,83,94,3.22,BR,2021-04-26 04:47:09
175,Nurota,40.5614,65.6886,73.4,31,2,6.91,UZ,2021-04-26 04:47:10
176,Srednekolymsk,67.45,153.6833,27.19,66,13,8.41,RU,2021-04-26 04:47:10
177,Kaitangata,-46.2817,169.8464,48.0,67,99,1.99,NZ,2021-04-26 04:47:10
178,Hobyo,5.3505,48.5268,85.26,59,91,9.06,SO,2021-04-26 04:47:11
179,Verkhnyaya Maksakovka,61.635,50.9674,39.2,81,75,11.18,RU,2021-04-26 04:47:11
180,Caconda,-13.7333,15.0667,57.99,65,43,1.74,AO,2021-04-26 04:47:12
181,Sur,22.5667,59.5289,90.82,36,16,2.8,OM,2021-04-26 04:47:12
182,Karagay,58.2667,54.9368,38.7,77,100,17.38,RU,2021-04-26 04:47:13
183,Tommot,58.9564,126.2925,40.91,87,100,7.09,RU,2021-04-26 04:47:13
184,Pozo Colorado,-23.4923,-58.7972,58.39,88,6,5.44,PY,2021-04-26 04:47:13
185,Cabo San Lucas,22.8909,-109.9124,72.0,32,100,11.74,MX,2021-04-26 04:45:56
186,Verkhnyaya Inta,65.9811,60.3094,44.01,66,100,17.16,RU,2021-04-26 04:47:14
187,Sovetskiy,61.3614,63.5842,45.5,53,88,11.32,RU,2021-04-26 04:47:14
188,Mana,5.6592,-53.7767,76.06,92,100,6.51,GF,2021-04-26 04:47:15
189,Mwense,-10.3845,28.698,65.44,87,63,1.41,ZM,2021-04-26 04:47:15
190,Portland,45.5234,-122.6762,52.0,70,97,1.48,US,2021-04-26 04:43:34
191,Maneadero,31.7167,-116.5667,59.0,85,38,1.99,MX,2021-04-26 04:47:15
192,Hualmay,-11.0964,-77.6139,65.62,89,15,7.16,PE,2021-04-26 04:47:16
193,Onguday,50.75,86.15,45.63,37,100,2.82,RU,2021-04-26 04:47:16
194,Kloulklubed,7.0419,134.2556,86.0,74,75,16.11,PW,2021-04-26 04:47:17
195,Revelstoke,50.9832,-118.2023,44.6,81,75,9.22,CA,2021-04-26 04:47:17
196,Hamilton,39.1834,-84.5333,46.4,87,1,3.4,US,2021-04-26 04:45:12
197,Kirensk,57.7853,108.1119,37.63,93,100,6.93,RU,2021-04-26 04:47:18
198,High Level,58.5169,-117.136,39.2,48,75,10.36,CA,2021-04-26 04:47:18
199,Xining,36.6167,101.7667,49.41,42,76,6.24,CN,2021-04-26 04:47:18
200,Jamestown,42.097,-79.2353,33.01,80,1,8.05,US,2021-04-26 04:41:19
201,Margate,51.3813,1.3862,43.0,68,11,5.99,GB,2021-04-26 04:47:19
202,Vardo,70.3705,31.1107,28.4,80,75,10.36,NO,2021-04-26 04:47:19
203,Alice Springs,-23.7,133.8833,77.0,22,0,13.8,AU,2021-04-26 04:47:20
204,Andros Town,24.7,-77.7667,75.2,94,0,4.61,BS,2021-04-26 04:47:20
205,Placido De Castro,-10.3353,-67.1856,72.1,98,76,4.81,BR,2021-04-26 04:47:20
206,Salinas,36.6777,-121.6555,55.4,71,90,8.05,US,2021-04-26 04:44:27
207,Flinders,-34.5833,150.8552,71.6,33,0,6.91,AU,2021-04-26 04:47:21
208,Lebu,-37.6167,-73.65,53.92,93,21,10.16,CL,2021-04-26 04:47:21
209,Mount Isa,-20.7333,139.5,89.6,29,40,13.8,AU,2021-04-26 04:47:22
210,Baghdad,33.3406,44.4009,80.6,32,96,8.05,IQ,2021-04-26 04:47:05
211,San Jose,37.3394,-121.895,51.8,87,75,4.61,US,2021-04-26 04:46:49
212,Lasa,46.6166,10.7002,52.0,87,40,4.61,IT,2021-04-26 04:47:22
213,Katsuura,35.1333,140.3,64.99,25,20,17.27,JP,2021-04-26 04:47:23
214,Mahebourg,-20.4081,57.7,77.0,88,75,14.97,MU,2021-04-26 04:47:05
215,Luderitz,-26.6481,15.1594,61.83,87,97,2.91,NA,2021-04-26 04:47:23
216,Cidreira,-30.1811,-50.2056,62.51,68,53,12.48,BR,2021-04-26 04:47:24
217,Bad Zwischenahn,53.1833,8.0,32.0,88,7,1.01,DE,2021-04-26 04:47:24
218,Lillooet,50.6856,-121.942,53.6,54,1,14.97,CA,2021-04-26 04:47:25
219,Gora,51.6664,16.5349,35.01,68,5,1.99,PL,2021-04-26 04:46:08
220,Barrow,71.2906,-156.7887,21.2,79,1,11.5,US,2021-04-26 04:47:25
221,Clyde River,70.4692,-68.5914,23.0,93,90,10.36,CA,2021-04-26 04:47:25
222,Jalu,29.0331,21.5482,60.21,62,0,6.58,LY,2021-04-26 04:47:26
223,Chapais,49.7834,-74.8492,23.0,93,90,11.5,CA,2021-04-26 04:47:26
224,Tanout,14.9709,8.8879,82.54,15,68,7.72,NE,2021-04-26 04:47:27
225,Kodiak,57.79,-152.4072,42.8,81,1,9.22,US,2021-04-26 04:46:03
226,Fortuna,40.5982,-124.1573,48.99,93,90,3.51,US,2021-04-26 04:47:28
227,Periyanayakkanpalaiyam,11.15,76.9333,87.8,58,20,2.3,IN,2021-04-26 04:47:28
228,Acapulco,16.8634,-99.8901,79.47,73,86,2.66,MX,2021-04-26 04:47:28
229,Ancud,-41.8697,-73.8203,52.0,100,90,5.75,CL,2021-04-26 04:47:29
230,Prachuap Khiri Khan,12.2167,99.75,91.4,58,20,8.05,TH,2021-04-26 04:47:29
231,Tuatapere,-46.1333,167.6833,48.0,65,94,15.99,NZ,2021-04-26 04:47:29
232,Plettenberg Bay,-34.0527,23.3716,64.47,67,100,4.07,ZA,2021-04-26 04:47:30
233,Bayan,46.0833,127.4,64.44,17,100,7.87,CN,2021-04-26 04:47:30
234,Haradok,55.4624,29.9816,31.48,84,59,8.41,BY,2021-04-26 04:47:31
235,Krasnovishersk,60.4078,57.082,38.19,82,100,9.86,RU,2021-04-26 04:47:31
236,Akyab,20.15,92.9,87.15,64,10,11.74,MM,2021-04-26 04:47:31
237,Bitung,1.4451,125.1824,82.4,74,40,10.36,ID,2021-04-26 04:47:32
238,Bengkulu,-3.8004,102.2655,84.99,69,43,9.06,ID,2021-04-26 04:45:52
239,Dakoro,14.5106,6.765,86.77,25,87,10.0,NE,2021-04-26 04:47:32
240,Riyadh,24.6877,46.7219,82.4,100,20,6.91,SA,2021-04-26 04:47:33
241,Filingue,14.3521,3.3168,85.73,26,25,8.84,NE,2021-04-26 04:47:33
242,Naze,28.3667,129.4833,75.2,69,40,19.57,JP,2021-04-26 04:47:34
243,Nuuk,64.1835,-51.7216,37.4,87,75,5.75,GL,2021-04-26 04:47:34
244,Malindi,-3.2175,40.1191,78.8,94,75,13.15,KE,2021-04-26 04:47:35
245,Ouricuri,-7.8825,-40.0817,70.05,86,47,4.0,BR,2021-04-26 04:47:35
246,Port Hardy,50.6996,-127.4199,48.2,100,75,3.44,CA,2021-04-26 04:47:35
247,Abashiri,44.0213,144.2697,44.6,31,20,11.5,JP,2021-04-26 04:47:36
248,Almenara,-16.1836,-40.6944,69.57,98,17,2.24,BR,2021-04-26 04:47:36
249,Korla,41.7597,86.1469,58.12,15,62,5.95,CN,2021-04-26 04:47:37
250,Adolfo Lopez Mateos,28.4667,-107.3,59.0,18,100,5.01,MX,2021-04-26 04:47:37
251,Cloquet,46.7216,-92.4594,33.01,100,90,6.91,US,2021-04-26 04:45:58
252,Karratha,-20.7377,116.8463,88.23,19,0,15.26,AU,2021-04-26 04:47:38
253,Sonoita,31.85,-112.8333,69.94,23,100,15.12,MX,2021-04-26 04:47:38
254,Biberach,48.0934,9.7905,35.01,75,75,8.05,DE,2021-04-26 04:47:38
255,Pozzallo,36.7305,14.8499,52.0,93,30,5.75,IT,2021-04-26 04:47:39
256,Vostok,46.4856,135.8833,49.44,25,9,8.46,RU,2021-04-26 04:47:39
257,Namibe,-15.1961,12.1522,74.79,69,0,8.08,AO,2021-04-26 04:47:40
258,Troitskoye,52.9821,84.6757,46.42,57,100,7.0,RU,2021-04-26 04:47:40
259,Gazli,40.1333,63.45,76.91,14,1,22.35,UZ,2021-04-26 04:47:40
260,Mitsamiouli,-11.3847,43.2844,81.34,75,92,4.54,KM,2021-04-26 04:45:57
261,Kadyy,57.787,43.1903,34.9,93,100,13.53,RU,2021-04-26 04:47:41
262,Hasaki,35.7333,140.8333,66.0,25,20,5.75,JP,2021-04-26 04:47:42
263,Sobolevo,54.4299,31.8996,34.75,70,11,8.52,RU,2021-04-26 04:47:42
264,Lakki Marwat,32.6079,70.9114,91.29,14,3,3.53,PK,2021-04-26 04:45:23
265,Adrar,20.5022,-10.0711,75.69,22,43,10.2,MR,2021-04-26 04:45:55
266,Broken Hill,-31.95,141.4333,69.8,37,0,11.5,AU,2021-04-26 04:47:43
267,Brazzaville,-4.2658,15.2832,75.2,94,20,5.75,CG,2021-04-26 04:47:43
268,Asau,46.4333,26.4,37.99,64,71,0.87,RO,2021-04-26 04:47:44
269,Strai,58.2,7.9,39.0,80,0,5.75,NO,2021-04-26 04:47:44
270,Saskylakh,71.9167,114.0833,14.41,89,100,20.69,RU,2021-04-26 04:47:45
271,Meulaboh,4.1363,96.1285,86.04,62,89,5.08,ID,2021-04-26 04:47:45
